COMPUTE_CENTROID	P_WWB_UIT	WWB_UITMUT	INW_MUT	BEDR_KLAS	AO_UIT_TOT	P_WW_UIT	P_15_24_JR	P_ANT_ARU	P_MARROK	HH_MUT	MOTOR_2W	P_OVER_NW	BU_CODE	WWB_UITTOT	P_SURINAM	P_65_EO_JR	WEST_MUT	P_EENP_HH	DEK_PERC	P_HH_M_K	AUTO_LAND	P_HOOG_INK	OPP_TOT	P_TURKIJE	N_W_MUT	INW_5JMUT	AANTAL_HH	N_W_5JMUT	OAD	OPP_WATER	RECSRT	GM_CODE	AO_UIT_MUT	P_AO_UIT	GM_NAAM	POSTCODE	BEV_DICHTH	P_NIET_ACT	P_GEWASSEN	OPP_LAND	BU_NAAM	INK_ONTV	WW_UIT_TOT	P_INDUSTRI	P_00_14_JR	AGRA_5MUT	AUTO_TOT	P_45_64_JR	AUTO_HH	INK_INW	P_LAAG_INK	WW_UIT_MUT	WEST_5JMUT	BEDR_AUTO	GEM_HH_GR	P_COMBI	P_VEETEELT	P_COM_DV	WONINGEN	P_WEST_AL	STED	AANT_MAN	P_N_COM_DV	AUTO_MUT	HH_5JMUT	AANT_INK	WK_CODE	AGRA_BEDR	P_25_44_JR	AGRA_MUT	AANT_VROUW	P_N_W_AL	P_HH_Z_K	AANT_INW
321.0813740971189 353.03149312733893	54	0	0	8	2180	35	11	0	4	0	1290	2		820	1	12	-6	29	-99999999	41	523	18	3484	6	0	6	16450	1	1192	254	Gemeente	GM0281	-3	80	Tiel	-99999999	1255	21	49	3231	Tiel	17	960	19	21	-14	16905	25	1.0	12	40	8	0	2790	2.4	10	40	64	15960	9	3	20120	17	3	6	26100		95	31	-2	20420	13	30	40540
426.3359357887065 352.7516424689823	32	11	-1	6	720	40	10	0	0	0	640	1		130	0	12	-6	22	-99999999	43	126	15	4814	0	0	1	4400	0	323	772	Gemeente	GM0196	-4	95	Rijnwaarden	-99999999	275	21	25	4042	Rijnwaarden	16	300	24	19	-10	5085	30	1.2	11	45	27	0	670	2.5	15	60	57	4220	10	5	5600	19	0	5	7300		65	29	-3	5510	2	35	11110
195.63014756698496 349.7484902310645	30	-3	-1	9	1770	25	11	1	1	0	1275	2		570	1	18	0	30	-99999999	36	838	20	2510	1	6	-4	19380	1	1597	134	Gemeente	GM0597	-2	59	Ridderkerk	-99999999	1899	19	86	2375	Ridderkerk	18	730	21	16	-13	19905	29	1.0	13	38	2	0	2955	2.3	8	6	67	19460	8	2	22040	12	2	-2	31100		85	26	-2	23060	6	35	45110
353.06628801443355 350.68807534545937	26	0	1	7	1120	29	11	0	0	6	725	2		160	0	11	2	22	-99999999	45	207	19	4243	3	0	7	6750	1	688	441	Gemeente	GM0225	-2	92	Druten	-99999999	471	19	22	3802	Druten	17	360	23	20	-16	7850	27	1.2	12	42	0	-1	1465	2.5	10	67	59	6765	6	4	8850	17	3	6	11900		125	31	-2	9040	5	33	17890
209.2992963174174 353.7976247886882	17	-99999997	0	6	280	15	14	0	0	0	260	1		50	0	10	-10	20	-99999999	50	327	22	1277	0	-8	2	3240	0	707	238	Gemeente	GM0571	1	45	Nieuw-Lekkerland	-99999999	921	13	4	1040	Nieuw-Lekkerland	18	100	31	26	-13	3400	23	1.0	11	38	33	0	515	2.9	0	96	53	3305	4	4	4870	16	1	2	5500		30	27	-4	4710	2	30	9580
372.94134442114404 347.7280592870173	34	10	-1	8	1210	31	11	1	0	0	1040	2		310	1	11	-3	23	-99999999	47	261	21	4717	0	-8	-1	9670	0	887	330	Gemeente	GM0209	0	70	Beuningen	-99999999	577	17	31	4386	Beuningen	18	540	20	21	-13	11435	27	1.2	12	39	13	0	1460	2.5	10	58	61	9605	8	4	12660	19	1	1	16600		135	29	1	12630	3	30	25290
387.9068797534843 341.7248449401101	87	5	0	9	8690	37	16	1	2	1	3930	5		6790	1	13	-2	51	-99999999	25	1397	17	5753	3	2	4	82390	2	2260	394	Gemeente	GM0268	-3	77	Nijmegen	-99999999	2952	30	67	5359	Nijmegen	17	4180	14	15	-39	74860	24	0.9	12	43	14	0	10440	1.8	3	30	64	66565	12	2	75660	22	2	6	107200		70	32	-8	82550	12	24	158220
335.1825190160472 344.8179116355915	19	-4	0	7	1020	26	10	0	0	1	865	1		130	0	15	0	22	-99999999	43	110	21	8515	0	-3	1	7090	0	318	770	Gemeente	GM0668	-1	84	West Maas en Waal	-99999999	236	16	25	7745	West Maas en Waal	17	320	28	19	-16	8545	29	1.2	12	42	9	0	1780	2.5	7	68	56	6955	4	5	9140	16	2	4	12400		290	28	-4	9170	1	35	18320
271.9931186183226 343.89988137608907	19	22	0	6	440	20	11	0	1	1	440	2		70	0	13	0	20	-99999999	46	95	22	5459	0	3	2	4070	0	279	400	Gemeente	GM0733	-2	60	Lingewaal	-99999999	213	14	20	5059	Lingewaal	18	140	26	20	-13	4810	28	1.2	12	39	6	0	1120	2.6	7	72	55	4085	4	5	5440	19	2	4	6900		125	28	0	5360	3	34	10800
124.46228232171771 345.19476525693125	46	-4	0	8	1860	28	12	2	0	0	1490	3		720	1	11	7	27	-99999999	41	544	23	4614	2	0	5	16590	1	1553	1456	Gemeente	GM0530	0	66	Hellevoetsluis	-99999999	1271	18	58	3157	Hellevoetsluis	18	800	16	19	-15	17185	29	1.0	12	36	19	0	2115	2.3	4	38	64	16210	9	2	19990	20	4	8	26200		50	29	-4	20130	8	32	40120
206.40805024571617 348.5934373366402	34	8	0	7	730	24	11	0	1	0	425	1		230	0	16	0	28	-99999999	41	814	18	996	3	3	1	7300	1	1349	118	Gemeente	GM0482	-3	63	Alblasserdam	-99999999	2091	19	15	878	Alblasserdam	17	280	23	21	-7	7150	24	1.0	11	41	9	0	1170	2.4	0	85	63	7485	7	3	8930	14	3	1	11700		15	28	-13	9430	6	31	18360
417.6405372096335 347.8837253997401	33	17	0	5	320	31	10	0	0	0	250	1		70	0	13	7	24	-99999999	43	290	16	1032	0	0	0	2370	0	561	165	Gemeente	GM0265	-1	81	Millingen aan de Rijn	-99999999	679	17	33	867	Millingen aan de Rijn	16	120	21	19	-14	2510	29	1.1	12	42	22	-1	310	2.4	17	50	60	2365	13	4	2940	19	1	3	4000		20	29	12	2950	1	33	5890
140.38150188302444 340.50164658795603	12	-3	0	6	410	21	11	0	0	0	560	2		60	0	14	-2	22	-99999999	41	106	28	6859	0	0	-1	5060	0	387	1124	Gemeente	GM0568	0	47	Bernisse	-99999999	221	17	42	5734	Bernisse	19	180	28	18	-12	6100	30	1.2	13	35	35	0	1095	2.4	13	45	55	5120	6	5	6340	18	2	2	8300		115	28	-1	6310	2	37	12650
184.61120910358062 345.44696305719975	10	-3	5	8	1420	23	10	1	1	6	1045	2		150	3	12	0	21	-99999999	45	852	28	2172	1	1	36	15240	3	1488	144	Gemeente	GM0489	-1	54	Barendrecht	-99999999	1939	13	75	2027	Barendrecht	20	600	15	22	-18	17270	25	1.1	13	34	25	1	2370	2.5	15	10	70	15310	7	3	19540	15	7	36	25500		40	32	-9	19750	7	34	39290
170.73870015674157 345.8725288285625	20	19	5	7	840	21	9	1	0	5	695	2		150	3	13	2	22	-99999999	43	405	29	2375	1	0	25	8040	3	886	157	Gemeente	GM0613	-1	61	Albrandswaard	-99999999	929	16	68	2218	Albrandswaard	20	290	15	20	-28	8975	27	1.1	14	34	11	0	1215	2.4	9	23	68	8240	7	4	10300	17	6	27	13600		45	31	-15	10310	7	35	20610
405.20868667773726 344.18473118746965	27	-8	1	6	510	31	8	0	0	1	365	1		110	0	18	0	31	-99999999	34	126	22	3880	0	0	2	4080	1	334	478	Gemeente	GM0282	-4	84	Ubbergen	-99999999	278	19	33	3402	Ubbergen	18	190	20	18	-10	4305	30	1.1	13	39	6	0	545	2.2	6	61	53	3920	11	5	4660	27	0	4	6500		65	26	-6	4800	2	35	9460
202.1538134800804 342.9386222848966	15	-8	3	7	770	22	11	0	1	3	610	3		140	1	13	3	23	-99999999	44	931	25	1199	1	0	13	9130	2	1427	126	Gemeente	GM0531	0	50	Hendrik-Ido-Ambacht	-99999999	2208	15	89	1073	Hendrik-Ido-Ambacht	19	330	19	21	-52	9990	25	1.1	12	37	20	0	1170	2.5	0	11	66	9095	6	3	11700	15	6	16	14800		20	29	-10	11990	5	34	23690
367.04303612206036 336.1576366626524	28	-2	9	8	2070	30	11	0	0	0	1345	2		410	1	12	-10	25	-99999999	44	269	20	6958	1	0	5	15730	1	1019	275	Gemeente	GM0296	-3	76	Wijchen	-99999999	597	18	23	6683	Wijchen	18	820	23	20	-17	17990	27	1.1	12	39	4	0	2690	2.5	17	60	59	15475	7	3	19780	17	1	7	26300		185	30	-3	20130	4	31	39910
254.60931935689067 341.67938721402476	44	0	-1	8	2090	28	11	1	4	-1	815	3		610	1	14	-8	36	-99999999	35	714	18	2199	5	-7	2	15010	2	1646	303	Gemeente	GM0512	-1	91	Gorinchem	-99999999	1812	18	11	1896	Gorinchem	18	650	18	19	-14	13540	24	0.9	12	39	20	0	2085	2.2	11	78	64	15125	9	2	16870	17	4	4	23000		20	32	-10	17480	14	29	34350
302.0251863097855 340.75222368145654	16	5	2	7	510	23	11	0	1	2	515	1		70	0	12	0	21	-99999999	46	83	22	7296	0	-4	4	4340	0	172	693	Gemeente	GM0304	-1	66	Neerijnen	-99999999	177	13	57	6603	Neerijnen	18	180	23	22	-16	5470	26	1.3	12	41	23	0	1500	2.6	8	35	61	4285	4	5	5940	17	3	3	7500		235	29	-4	5750	2	33	11700
235.22529160993008 340.3503087628519	12	14	0	7	580	10	13	0	0	1	540	1		80	0	14	3	23	-99999999	45	425	23	1935	0	0	0	6520	0	865	245	Gemeente	GM0523	0	51	Hardinxveld-Giessendam	-99999999	1053	14	10	1691	Hardinxveld-Giessendam	18	130	33	22	7	7195	23	1.1	12	38	18	0	1560	2.7	0	90	54	6565	3	4	8790	13	1	2	11100		30	28	0	9010	2	32	17800
98.19720989142762 336.17669762952414	17	13	0	7	420	10	12	0	0	0	360	1		70	0	15	0	22	-99999999	43	73	25	15385	0	0	3	4410	0	330	8253	Gemeente	GM0511	0	54	Goedereede	-99999999	163	15	67	7132	Goedereede	18	90	18	19	-24	5215	27	1.2	12	39	-13	0	945	2.6	11	22	68	4510	3	5	5740	14	3	5	7500		80	28	-8	5860	1	35	11590
212.17504982199722 340.70236728708085	31	4	1	8	1200	25	11	1	1	1	870	3		380	1	14	0	27	-99999999	39	1395	24	1077	1	0	5	12900	2	1759	130	Gemeente	GM0590	-2	57	Papendrecht	-99999999	3297	17	-99999997	947	Papendrecht	19	520	19	19	-99999997	13210	27	1.0	13	36	9	0	1480	2.4	-99999997	-99999997	62	12855	8	2	15370	19	2	7	20800		10	29	-99999997	15860	7	34	31220
196.9910002633422 338.0315435347536	42	4	0	8	1920	27	12	1	2	1	1015	3		730	1	17	-6	31	-99999999	37	904	22	2277	3	0	0	19300	2	1836	241	Gemeente	GM0642	-1	65	Zwijndrecht	-99999999	2220	20	61	2036	Zwijndrecht	18	790	19	18	-16	18410	27	1.0	13	38	6	0	2400	2.3	13	26	66	19260	7	2	22080	15	1	3	30200		30	27	0	23130	10	33	45210
222.93100991822047 339.9548459428916	32	6	0	8	1430	21	12	0	0	-2	510	3		300	0	16	-4	30	-99999999	38	751	20	1400	2	0	1	9620	1	1541	122	Gemeente	GM0610	0	92	Sliedrecht	-99999999	1870	20	0	1278	Sliedrecht	17	320	24	19	-38	9595	25	1.0	12	40	15	0	1390	2.3	0	100	63	9795	4	2	11710	13	3	2	15900		10	28	-23	12190	6	32	23900
304.19530640629506 325.9099452508492	17	15	0	8	1270	28	11	0	1	1	1075	1		150	0	13	6	22	-99999999	46	166	20	7549	0	4	2	8930	0	401	922	Gemeente	GM0263	-1	80	Maasdriel	-99999999	355	17	53	6627	Maasdriel	17	440	26	20	-22	10970	28	1.2	12	42	25	0	2835	2.6	11	36	60	8825	4	5	11830	14	2	4	15500		375	29	-6	11720	2	31	23550
326.07510063463354 329.81308605199104	15	-99999997	-1	6	450	22	12	0	0	1	280	1		30	0	11	0	17	-99999999	51	61	20	5551	0	0	0	2380	-1	183	477	Gemeente	GM0808	-1	98	Lith	-99999999	133	17	15	5073	Lith	17	100	29	21	-13	3075	28	1.3	11	43	-2	0	745	2.8	19	66	60	2360	4	5	3420	11	1	3	4300		170	28	1	3300	1	32	6720
402.8750657162099 328.551710487035	31	0	0	7	1510	32	9	0	0	-1	665	1		230	0	18	0	25	-99999999	40	190	18	4412	0	-6	-2	7370	0	604	0	Gemeente	GM0241	-2	126	Groesbeek	-99999999	425	21	24	4412	Groesbeek	17	380	21	18	-9	8360	29	1.1	12	44	8	-1	1005	2.4	18	58	56	7245	10	4	9120	23	0	0	12600		120	26	-2	9650	2	34	18770
348.09397309447843 326.8391862213926	40	-7	-2	9	5630	34	11	0	0	1	2510	2		1130	1	14	-2	28	-99999999	40	328	19	10442	5	0	3	31200	1	1358	244	Gemeente	GM0828	-1	110	Oss	-99999999	748	23	21	10198	Oss	17	1770	23	19	-17	33500	27	1.1	12	40	10	0	6385	2.4	14	65	62	30910	7	3	38040	15	4	5	50800		265	29	-1	38260	9	32	76300
238.3596451606317 323.908760713393	16	-3	1	8	1110	20	13	0	0	1	805	1		160	0	13	0	21	-99999999	46	107	22	12173	0	-1	2	9870	0	562	1673	Gemeente	GM0870	-1	62	Werkendam	-99999999	253	15	50	10500	Werkendam	18	330	27	20	-14	11255	27	1.1	12	41	21	0	2200	2.6	17	33	62	9880	3	4	13280	12	3	5	17000		165	28	0	13240	1	33	26520
154.46347906228448 327.7678857381426	16	3	0	6	390	20	11	0	0	-1	435	1		60	0	13	0	22	-99999999	43	63	26	10048	0	9	3	4190	0	283	2258	Gemeente	GM0588	2	53	Korendijk	-99999999	141	15	69	7791	Korendijk	19	130	23	20	-7	4880	28	1.2	12	37	27	0	845	2.6	16	16	61	4230	4	5	5500	16	0	4	6900		120	27	2	5480	2	35	10970
282.7604568065323 329.9980482708448	23	8	0	8	1220	23	12	0	3	0	865	1		200	0	12	0	23	-99999999	46	190	22	8906	0	3	2	9640	1	567	912	Gemeente	GM0297	-3	71	Zaltbommel	-99999999	327	16	62	7994	Zaltbommel	17	400	21	22	-16	15220	25	1.6	11	40	6	0	4140	2.6	3	35	63	9520	4	4	13010	16	27	3	16400		355	29	-4	13130	5	31	26140
212.97777366857707 327.868279720931	81	-8	0	9	6030	32	12	3	2	0	2955	4		3950	2	14	3	36	-99999999	36	590	18	9945	5	0	-1	52990	2	2410	1992	Gemeente	GM0505	-1	75	Dordrecht	-99999999	1500	23	57	7953	Dordrecht	17	2550	17	19	-16	46955	25	0.9	12	40	9	0	7890	2.2	8	35	66	52460	10	2	58490	18	2	1	77900		70	30	-3	60780	16	28	119260
257.278623252269 327.6890208982246	13	-8	1	7	570	20	12	0	0	1	530	1		70	0	13	0	21	-99999999	47	130	20	5165	0	6	3	5340	0	302	209	Gemeente	GM0874	-3	59	Woudrichem	-99999999	291	14	44	4957	Woudrichem	18	200	23	20	-18	6455	27	1.2	12	42	18	0	1480	2.6	13	43	61	5370	4	5	7190	15	1	5	9300		135	29	-4	7210	1	32	14400
115.06515700850787 321.38083421901786	14	-99999997	0	6	360	20	12	0	0	0	375	1		40	0	14	0	25	-99999999	42	64	21	7415	0	7	2	3160	0	451	1858	Gemeente	GM0504	2	66	Dirksland	-99999999	149	16	63	5556	Dirksland	18	100	26	21	-12	3555	25	1.1	12	43	9	0	885	2.5	20	16	58	3175	3	5	4110	16	2	2	5300		95	28	-6	4190	1	33	8300
385.2053286940202 326.5443466442067	23	-6	1	7	810	26	9	0	0	1	550	2		150	0	14	0	23	-99999999	44	189	26	4158	0	-3	3	6480	0	755	169	Gemeente	GM0252	-5	74	Heumen	-99999999	421	19	21	3989	Heumen	19	280	17	21	-17	7525	29	1.2	13	37	10	0	965	2.5	9	70	60	6405	9	4	8310	23	1	4	11000		105	27	-2	8490	3	33	16800
196.78357157389178 325.19397236952807	15	-9	1	6	290	15	12	0	0	1	330	3		50	0	14	0	25	-99999999	40	204	22	2069	0	1	2	3680	2	854	177	Gemeente	GM0517	0	47	's-Gravendeel	-99999999	472	14	70	1892	's-Gravendeel	18	100	21	17	-21	3870	28	1.1	12	37	-1	0	720	2.4	9	21	64	3615	4	4	4480	14	2	6	6000		35	29	-3	4450	3	35	8920
129.44823630403212 318.9236329453376	15	1	0	7	940	15	12	0	0	1	635	1		100	0	16	0	27	-99999999	39	122	22	8679	0	7	4	6870	0	844	2562	Gemeente	GM0559	-1	83	Middelharnis	-99999999	286	18	65	6116	Middelharnis	18	190	19	19	-22	7445	27	1.1	12	41	10	1	1475	2.4	17	18	62	6745	4	4	8560	19	2	7	11700		120	27	0	8930	2	34	17480
92.20854387385599 328.91753768802204	17	13	0	7	420	10	12	0	0	0	360	1		70	0	15	0	22	-99999999	43	73	25	15385	0	0	3	4410	0	330	8253	Gemeente	GM0511	0	54	Goedereede	-99999999	163	15	67	7132	Goedereede	18	90	18	19	-24	5215	27	1.2	12	39	-13	0	945	2.6	11	22	68	4510	3	5	5740	14	3	5	7500		80	28	-8	5860	1	35	11590
173.3893164120131 318.7485158532568	15	-2	0	7	490	21	10	0	0	8	505	1		80	0	13	2	23	-99999999	42	110	26	7031	0	0	2	5240	0	616	1594	Gemeente	GM0611	-3	54	Cromstrijen	-99999999	240	16	79	5437	Cromstrijen	19	190	20	18	-21	5960	30	1.1	13	37	5	0	1065	2.4	10	10	66	5115	5	4	6500	14	2	4	8800		85	28	0	6550	2	36	13050
188.16006888875395 318.57791527191375	14	-9	-1	6	350	15	11	0	0	0	420	1		50	1	13	-3	24	-99999999	42	81	24	5772	0	2	-3	3740	-1	577	650	Gemeente	GM0617	-3	56	Strijen	-99999999	181	13	64	5122	Strijen	19	100	22	19	-11	4155	28	1.1	13	35	5	0	810	2.4	11	24	63	3725	5	4	4620	15	0	-2	6000		100	29	1	4640	2	34	9260
268.153574920002 318.4295880111032	11	-99999997	0	7	440	24	13	0	0	1	425	1		40	0	12	5	20	-99999999	51	109	22	5313	0	-1	3	4180	0	292	273	Gemeente	GM0738	-4	56	Aalburg	-99999999	241	14	34	5040	Aalburg	18	190	23	23	-19	5495	23	1.3	11	42	21	0	1435	2.8	10	56	67	4190	3	5	6120	11	2	5	7300		130	28	-4	6040	1	28	12160
397.81625134193234 318.9978799731331	21	3	0	6	470	29	8	0	0	1	310	2		70	0	16	0	25	-99999999	38	234	26	1884	0	0	2	3310	0	373	146	Gemeente	GM0944	0	90	Mook en Middelaar	-99999999	461	18	23	1738	Mook en Middelaar	20	150	20	19	-24	4065	31	1.2	14	37	-3	-1	505	2.4	14	64	56	3265	10	5	3980	24	2	5	5400		20	26	-8	4040	3	37	8010
373.5075082482762 317.8763357317639	29	0	-2	6	880	30	11	0	0	1	520	4		120	0	12	0	25	-99999999	41	214	18	2804	0	0	2	4910	2	570	83	Gemeente	GM0786	0	100	Grave	-99999999	473	21	15	2721	Grave	17	270	22	19	-7	5820	28	1.2	12	44	9	1	755	2.4	16	68	61	4815	9	4	6560	17	1	3	8700		80	29	-4	6300	5	35	12860
328.2223320731974 314.3464788646428	10	-99999997	0	7	750	27	11	0	0	1	550	1		40	0	13	-8	20	-99999999	50	139	22	3732	0	1	0	4030	0	313	9	Gemeente	GM1671	-2	100	Maasdonk	-99999999	305	17	15	3723	Maasdonk	17	200	35	21	-14	5170	26	1.3	12	41	22	0	1695	2.7	16	70	53	3765	3	5	5690	12	2	2	7400		185	28	-2	5670	1	30	11360
86.35257333732334 305.8417518329082	23	6	0	8	1660	23	10	0	0	1	1440	2		310	0	19	0	29	-99999999	35	67	21	48894	0	-6	3	14550	1	454	25787	Gemeente	GM1676	-2	75	Schouwen-Duiveland	-99999999	149	18	74	23107	Schouwen-Duiveland	18	500	18	17	-13	15495	29	1.1	13	42	6	1	3230	2.3	11	16	61	15005	6	5	17030	20	3	4	23700		405	25	-2	17460	2	37	34490
220.43134118320577 307.29060246245234	11	-8	-2	8	1460	25	11	0	0	1	1070	1		110	0	13	-2	21	-99999999	42	124	22	11920	0	5	0	10370	0	639	2296	Gemeente	GM1719	-2	80	Drimmelen	-99999999	277	18	48	9624	Drimmelen	18	460	23	18	-7	11975	31	1.2	12	41	12	0	1920	2.5	13	39	61	10400	5	4	13330	16	1	3	17900		275	27	0	13330	2	36	26660
360.45923743807447 311.1159595755345	14	-9	7	7	880	20	12	0	0	1	670	2		70	0	13	8	21	-99999999	48	100	20	7068	0	0	4	5370	1	383	28	Gemeente	GM1685	-4	89	Landerd	-99999999	211	19	25	7040	Landerd	17	200	29	20	-13	7050	28	1.3	12	43	-5	1	1765	2.7	11	64	57	5175	5	5	7570	14	2	6	9900		235	27	0	7250	2	31	14820
102.2489173567309 319.41467772346175	23	6	0	8	1660	23	10	0	0	1	1440	2		310	0	19	0	29	-99999999	35	67	21	48894	0	-6	3	14550	1	454	25787	Gemeente	GM1676	-2	75	Schouwen-Duiveland	-99999999	149	18	74	23107	Schouwen-Duiveland	18	500	18	17	-13	15495	29	1.1	13	42	6	1	3230	2.3	11	16	61	15005	6	5	17030	20	3	4	23700		405	25	-2	17460	2	37	34490
308.49378362060713 310.6377429044701	57	2	0	9	8540	41	12	1	3	1	3650	3		3280	1	13	-2	37	-99999999	33	803	20	9126	2	0	4	60740	1	1892	664	Gemeente	GM0796	-1	92	's-Hertogenbosch	-99999999	1583	23	26	8463	's-Hertogenbosch	18	3830	17	17	-18	67935	25	1.1	13	39	12	0	9615	2.1	11	62	66	57635	9	2	65890	17	3	6	91500		125	32	-5	68090	10	29	133980
390.36971112883924 311.64088254451445	37	5	0	7	1720	38	10	0	2	1	815	2		320	0	13	0	27	-99999999	40	206	16	5700	3	2	1	9820	1	729	450	Gemeente	GM1684	-2	105	Cuijk	-99999999	461	21	31	5250	Cuijk	17	630	21	20	-19	10825	27	1.1	12	39	15	0	1685	2.4	15	54	62	9665	10	4	12230	18	2	3	16000		155	30	-3	11990	8	33	24220
150.38779086865767 317.9238002894945	16	3	0	6	390	20	11	0	0	-1	435	1		60	0	13	0	22	-99999999	43	63	26	10048	0	9	3	4190	0	283	2258	Gemeente	GM0588	2	53	Korendijk	-99999999	141	15	69	7791	Korendijk	19	130	23	20	-7	4880	28	1.2	12	37	27	0	845	2.6	16	16	61	4230	4	5	5500	16	0	4	6900		120	27	2	5480	2	35	10970
94.47639458998947 320.02235158492766	23	6	0	8	1660	23	10	0	0	1	1440	2		310	0	19	0	29	-99999999	35	67	21	48894	0	-6	3	14550	1	454	25787	Gemeente	GM1676	-2	75	Schouwen-Duiveland	-99999999	149	18	74	23107	Schouwen-Duiveland	18	500	18	17	-13	15495	29	1.1	13	42	6	1	3230	2.3	11	16	61	15005	6	5	17030	20	3	4	23700		405	25	-2	17460	2	37	34490
411.5187280393981 307.03596289641337	28	-3	0	7	1720	28	11	0	2	2	625	1		180	0	14	0	26	-99999999	40	157	16	5040	0	-3	0	6500	0	542	238	Gemeente	GM0907	-2	150	Gennep	-99999999	350	23	31	4802	Gennep	17	320	23	18	-15	7530	30	1.2	12	44	3	0	1500	2.4	22	47	60	6280	11	4	8630	17	2	3	11700		120	27	-2	8190	4	33	16820
90.26711793277805 318.3357852324554	23	6	0	8	1660	23	10	0	0	1	1440	2		310	0	19	0	29	-99999999	35	67	21	48894	0	-6	3	14550	1	454	25787	Gemeente	GM1676	-2	75	Schouwen-Duiveland	-99999999	149	18	74	23107	Schouwen-Duiveland	18	500	18	17	-13	15495	29	1.1	13	42	6	1	3230	2.3	11	16	61	15005	6	5	17030	20	3	4	23700		405	25	-2	17460	2	37	34490
282.90827155265686 306.07775788087076	29	2	0	8	2260	34	12	0	1	1	1680	2		460	0	12	0	22	-99999999	45	246	21	8118	3	5	1	16560	0	878	231	Gemeente	GM0797	-3	77	Heusden	-99999999	546	19	38	7888	Heusden	18	990	27	20	-20	19365	27	1.2	12	40	15	0	2860	2.5	13	49	59	16415	6	4	21690	14	1	3	28200		230	29	-6	21360	6	33	43050
338.9851473885986 303.0304370794166	17	-3	1	8	1780	22	12	0	0	1	1385	1		180	0	13	-6	20	-99999999	48	146	21	9038	0	6	2	10600	0	568	60	Gemeente	GM1721	-1	92	Bernheze	-99999999	325	18	15	8977	Bernheze	18	430	30	21	-15	13135	27	1.2	12	41	3	0	3150	2.7	10	75	57	10555	4	4	14740	13	2	4	19300		425	27	0	14470	2	32	29220
144.5661314332451 305.7340968051974	18	4	5	6	490	21	11	0	0	-10	410	1		70	0	14	0	24	-99999999	41	61	19	10744	0	4	1	4050	0	394	3275	Gemeente	GM0580	-1	72	Oostflakkee	-99999999	136	17	69	7469	Oostflakkee	16	140	22	18	-19	4550	28	1.1	12	42	-15	0	855	2.4	17	14	61	3980	3	5	5080	17	3	2	6800		140	28	-4	5050	1	35	10130
377.44891286453515 303.4569326659835	16	-4	3	6	710	27	10	0	0	0	615	1		60	0	14	10	20	-99999999	45	101	17	5308	0	-10	0	4180	0	274	86	Gemeente	GM0815	-2	96	Mill en Sint Hubert	-99999999	212	18	31	5222	Mill en Sint Hubert	16	200	31	19	-14	5295	28	1.3	11	44	-9	0	1190	2.6	11	58	54	4180	3	5	5600	15	2	2	7400		190	28	0	5450	1	35	11050
259.82805031964415 305.07634154747427	32	2	0	9	2490	38	11	0	0	1	1555	2		550	1	14	4	26	-99999999	40	335	19	6772	3	-1	1	18710	1	1127	303	Gemeente	GM0867	-4	80	Waalwijk	-99999999	707	20	27	6469	Waalwijk	17	1180	23	18	-19	21695	28	1.2	12	42	15	0	3840	2.4	8	65	64	18645	6	3	22680	13	3	4	30800		130	29	-4	23030	7	34	45710
186.68389095339526 297.2177759369023	20	-2	1	8	1710	31	10	0	0	1	1385	1		280	0	14	-2	23	-99999999	41	108	22	18399	1	10	1	14770	0	623	2489	Gemeente	GM1709	-2	68	Moerdijk	-99999999	231	17	71	15910	Moerdijk	18	770	22	18	-13	17120	29	1.2	12	39	3	0	3645	2.4	14	16	64	14865	5	4	18410	14	2	3	24600		280	29	-3	18380	3	36	36780
239.51195820586946 306.42254156089155	22	4	0	8	1160	29	11	0	0	0	755	1		180	1	13	-1	24	-99999999	42	354	19	2986	0	0	-1	8430	0	917	284	Gemeente	GM0779	-4	80	Geertruidenberg	-99999999	772	18	35	2702	Geertruidenberg	17	420	25	18	-2	9580	29	1.1	12	40	7	0	1430	2.4	9	56	61	8455	6	4	10460	14	2	1	14400		55	30	-2	10400	3	35	20860
405.7461029902944 287.52513760267044	24	4	-1	8	1800	33	10	0	0	0	1240	1		240	0	14	-6	24	-99999999	43	117	19	11395	1	0	2	11260	0	597	238	Gemeente	GM0756	1	93	Boxmeer	-99999999	261	18	38	11156	Boxmeer	17	630	18	20	-10	12995	28	1.2	12	41	9	0	2330	2.5	16	47	63	11110	7	4	14510	19	1	4	19600		345	28	-2	14650	3	33	29160
359.4152050966182 295.7698180312853	36	0	0	8	2550	30	11	0	0	1	1720	2		550	1	13	0	28	-99999999	40	279	19	6759	3	-2	1	16270	0	1208	46	Gemeente	GM0856	-1	94	Uden	-99999999	599	21	26	6713	Uden	17	820	21	19	-13	18705	27	1.1	12	39	4	0	3535	2.4	12	61	64	16085	8	3	20140	16	2	2	26800		255	30	0	20040	7	33	40180
164.55175333786693 306.42808092001655	20	-2	1	8	1710	31	10	0	0	1	1385	1		280	0	14	-2	23	-99999999	41	108	22	18399	1	10	1	14770	0	623	2489	Gemeente	GM1709	-2	68	Moerdijk	-99999999	231	17	71	15910	Moerdijk	18	770	22	18	-13	17120	29	1.2	12	39	3	0	3645	2.4	14	16	64	14865	5	4	18410	14	2	3	24600		280	29	-3	18380	3	36	36780
