code	name	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
GM0281	Tiel	20420	20420	20680	20740	20740	20660	20720	20735	20905	20975	21005	20898	20854	20843
GM0282	Ubbergen	4760	4800	4800	4760	4740	4780	4750	4755	4765	4800	4755	null	null	null
GM0285	Voorst	11780	11770	11730	11700	11850	11890	11910	11865	11875	11840	11890	11943	12003	12103
GM0286	Vorden	4280	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0289	Wageningen	17810	17840	17880	18090	18440	18760	19170	19055	19285	19385	19410	19587	19612	19989
GM0291	Warnsveld	4710	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0292	Wehl	3330	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0293	Westervoort	8060	8010	7890	7820	7800	7730	7675	7735	7720	7670	7685	7654	7688	7664
GM0294	Winterswijk	14730	14730	14660	14710	14660	14580	14610	14615	14560	14550	14485	14488	14491	14439
GM0295	Wisch	9820	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0296	Wijchen	20060	20130	19970	19920	20040	20180	20305	20540	20640	20770	20740	20667	20623	20656
GM0297	Zaltbommel	13130	13130	13130	13100	13140	13140	13260	13345	13375	13450	13550	13635	13725	13819
GM0298	Zelhem	5670	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0299	Zevenaar	13270	16020	16110	16220	16160	16140	16210	16380	16465	16460	16455	16470	16480	16489
GM0301	Zutphen	18740	23660	23910	23880	23950	24070	24080	24120	24120	24175	24125	23914	24004	24117
GM0302	Nunspeet	13500	13540	13500	13510	13510	13550	13550	13515	13485	13495	13520	13551	13584	13592
GM0303	Dronten	18620	18710	18780	18830	18960	19300	19605	19860	19945	20055	19950	19947	20091	20244
GM0304	Neerijnen	5630	5750	5810	5860	5860	5840	5860	5865	5930	5965	5955	5961	5999	6111
GM0305	Abcoude	4400	4380	4400	4390	4410	4420	4470	null	null	null	null	null	null	null
GM0306	Amerongen	3640	3680	null	null	null	null	null	null	null	null	null	null	null	null
GM0307	Amersfoort	67890	68880	70060	71040	72050	72910	73775	74615	75400	76135	76720	77514	78033	78394
GM0308	Baarn	12760	12720	12780	12690	12700	12660	12660	12665	12645	12600	12600	12645	12695	12691
GM0310	De Bilt	22270	22180	22120	22090	22080	22030	22080	22095	22100	22040	22020	22067	22150	22320
GM0311	Breukelen	7340	7340	7390	7450	7460	7440	7390	null	null	null	null	null	null	null
GM0312	Bunnik	7100	7150	7210	7170	7220	7300	7330	7305	7310	7370	7390	7418	7469	7651
GM0313	Bunschoten	9670	9710	9690	9700	9750	9830	9970	10030	10080	10135	10230	10326	10428	10527
GM0315	Doorn	5450	5460	null	null	null	null	null	null	null	null	null	null	null	null
GM0316	Driebergen-Rijsenburg	9670	9670	null	null	null	null	null	null	null	null	null	null	null	null
GM0317	Eemnes	4370	4450	4470	4470	4530	4480	4460	4475	4460	4425	4440	4448	4488	4565
GM0321	Houten	21480	22080	22550	23060	23540	23920	24105	24255	24395	24530	24505	24640	24717	24962
GM0326	Leersum	3780	3860	null	null	null	null	null	null	null	null	null	null	null	null
GM0327	Leusden	14770	14670	14670	14520	14500	14540	14640	14610	14750	14785	14745	14799	14898	15083
GM0329	Loenen	4230	4230	4230	4180	4230	4320	4340	null	null	null	null	null	null	null
GM0331	Lopik	6820	6860	6830	6880	6890	6960	6965	6955	6895	6875	6885	6929	6967	7014
GM0332	Maarn	2990	3010	null	null	null	null	null	null	null	null	null	null	null	null
GM0333	Maarssen	20290	20260	20140	20060	20080	20230	20295	null	null	null	null	null	null	null
GM0335	Montfoort	6690	6710	6750	6740	6740	6740	6740	6735	6790	6780	6805	6820	6869	6923
GM0339	Renswoude	2140	2160	2180	2250	2260	2290	2315	2390	2425	2450	2465	2501	2535	2561
GM0340	Rhenen	9030	9030	9250	9400	9490	9510	9530	9560	9625	9615	9645	9805	9840	9947
GM0342	Soest	23000	23100	23180	23280	23380	23490	23470	23490	23405	23315	23335	23264	23251	23461
GM0344	Utrecht	139940	142690	145440	149100	152340	154970	158530	160795	162995	165690	168860	171620	173608	175451
GM0345	Veenendaal	31080	31220	31410	31430	31470	31560	31565	31700	32015	32075	32200	32267	32386	32566
GM0351	Woudenberg	5600	5610	5600	5700	5800	5840	5935	6005	6010	6155	6195	6237	6262	6327
GM0352	Wijk bij Duurstede	11860	11870	11830	11790	11770	11750	11700	11670	11670	11650	11675	11790	11874	11924
GM0353	IJsselstein	17110	17150	17370	17340	17380	17460	17525	17585	17550	17570	17555	17506	17527	17556
GM0355	Zeist	31470	31430	31400	31350	31400	31360	31260	31500	31725	31740	31615	31756	32055	32303
GM0356	Nieuwegein	31160	31050	31110	30950	30820	30730	30695	30755	30660	30740	30735	30830	31016	31105
GM0358	Aalsmeer	11520	11720	12120	12550	13280	14090	14705	15235	15315	15440	15535	15703	15822	15857
GM0361	Alkmaar	47950	48050	48130	47950	47730	47490	47635	47645	47845	47955	48115	54133	54349	54714
GM0362	Amstelveen	41410	41510	41460	41430	41360	41710	42260	42875	43650	44150	44555	45585	46265	46555
GM0363	Amsterdam	374680	376630	376950	377180	379580	383750	389265	396005	401105	406015	411510	416871	422016	426820
GM0364	Andijk	3150	3160	3150	3160	3170	3140	3135	null	null	null	null	null	null	null
GM0365	Graft-De Rijp	3220	3240	3250	3260	3230	3210	3235	3230	3205	3200	3210	null	null	null
GM0366	Anna Paulowna	6910	6900	6940	6920	6980	6980	7010	7045	null	null	null	null	null	null
GM0370	Beemster	4260	4250	4230	4220	4210	4270	4290	4280	4360	4390	4455	4454	4489	4625
GM0372	Bennebroek	2750	2720	2720	2730	2680	null	null	null	null	null	null	null	null	null
GM0373	Bergen (NH.)	16200	16230	16220	16150	16130	16080	15965	15870	15810	15650	15520	15511	15474	15459
GM0375	Beverwijk	18910	18820	18630	18760	18990	19380	19675	19920	20125	20210	20240	20262	20289	20387
GM0376	Blaricum	4790	4760	4720	4710	4680	4660	4630	4630	4670	4715	4700	4823	4964	5238
GM0377	Bloemendaal	8950	9010	8990	9010	8940	11670	11615	11585	11560	11660	11570	11658	11604	11841
GM0381	Bussum	16670	16580	16600	16590	16750	16810	16890	17055	17115	17080	17050	17154	null	null
GM0383	Castricum	17930	17880	17870	17780	17740	17800	17720	17680	17620	17555	17490	17520	17659	17962
GM0384	Diemen	12310	12250	12230	12250	12330	12550	12740	12920	12890	12990	13315	13606	13674	14021
GM0385	Edam-Volendam	14000	14100	14160	14190	14160	14170	14205	14260	14330	14400	14470	14552	17773	17889
GM0388	Enkhuizen	8670	8680	8920	8980	8950	9080	9075	9080	9140	9130	9135	9117	9147	9185
GM0392	Haarlem	75720	75500	75770	75700	75940	76170	76835	77410	77895	78435	79365	80164	80743	81198
GM0393	Haarlemmerliede c.a.	2810	2800	2780	2760	2750	2750	2730	2745	2775	2795	2815	2830	2821	2849
GM0394	Haarlemmermeer	63990	66060	67760	69400	70690	71350	71790	72065	72390	72440	72360	72510	72691	73365
GM0395	Harenkarspel	7760	7740	7720	7770	7770	7780	7835	7890	7895	null	null	null	null	null
GM0396	Heemskerk	18530	18610	19120	19400	19620	19650	19805	19970	20025	19905	19935	19928	20001	19970
GM0397	Heemstede	13680	13650	13660	13640	13600	13630	13845	13975	13890	13945	14005	14097	14249	14275
GM0398	Heerhugowaard	23360	23880	24430	24620	24980	25220	25380	25825	26025	26275	26470	26601	26831	27231
GM0399	Heiloo	11240	11240	11250	11160	11190	11260	11345	11445	11510	11460	11525	11419	11495	11548
GM0400	Den Helder	30110	29970	29760	29420	29200	29010	28895	28820	28780	28755	28605	28500	28421	28270
GM0402	Hilversum	43100	43220	43240	43160	43200	43410	43460	43665	43950	44080	44255	44542	44876	45277
GM0405	Hoorn	34420	34610	34460	34650	34910	35250	35670	35795	36125	36255	36390	36480	36622	36759
GM0406	Huizen	21570	21670	21660	21560	21560	21650	21595	21490	21350	21280	21195	21267	21325	21296
GM0412	Niedorp	5740	5800	5800	5900	5940	5980	5975	6030	null	null	null	null	null	null
GM0415	Landsmeer	5320	5280	5290	5290	5250	5250	5320	5325	5375	5440	5440	5638	5697	5838
GM0416	Langedijk	12640	13000	13000	12990	13070	13480	13520	13530	13525	13465	13490	13705	13817	13899
