	OAD_2011	OPP_WATER_2011	AANT_INW_2011	BEV_DICHTH_2011
62	1648.0	93.0	80745.0	1326.0
63	1373.0	1915.0	50405.0	353.0
64	697.0	79.0	22665.0	229.0
65	717.0	13511.0	46255.0	100.0
66	1342.0	40.0	32175.0	1493.0
67	436.0	201.0	17330.0	96.0
68	624.0	121.0	36690.0	214.0
69	321.0	148.0	16180.0	121.0
70	261.0	41.0	21170.0	144.0
71	989.0	9838.0	18680.0	1620.0
72	661.0	62.0	23630.0	249.0
73	1823.0	798.0	120355.0	1081.0
74	357.0	824.0	11010.0	276.0
75	731.0	52.0	27440.0	284.0
76	null	null	null	null
77	1645.0	124.0	156200.0	460.0
78	1986.0	356.0	148070.0	1511.0
79	781.0	73.0	53025.0	301.0
80	null	null	null	null
81	954.0	339.0	25505.0	584.0
82	null	null	null	null
83	689.0	104.0	21220.0	253.0
84	248.0	866.0	26015.0	194.0
85	1356.0	172.0	27585.0	938.0
86	null	null	null	null
87	null	null	null	null
88	821.0	138.0	11635.0	1005.0
89	1060.0	59.0	56035.0	709.0
90	727.0	474.0	18095.0	480.0
91	1090.0	127.0	25550.0	753.0
92	1433.0	37.0	108285.0	340.0
93	null	null	null	null
94	628.0	209.0	22310.0	350.0
95	642.0	108.0	32875.0	210.0
96	884.0	171.0	26135.0	305.0
97	561.0	175.0	26225.0	262.0
98	null	null	null	null
99	null	null	null	null
100	null	null	null	null
101	663.0	null	18870.0	428.0
102	1354.0	968.0	44930.0	1164.0
103	771.0	105.0	11760.0	509.0
104	548.0	167.0	18300.0	232.0
105	null	null	null	null
106	739.0	168.0	16495.0	414.0
107	null	null	null	null
108	null	null	null	null
109	557.0	274.0	33280.0	156.0
110	437.0	944.0	23970.0	363.0
111	600.0	161.0	5920.0	684.0
112	null	null	null	null
113	993.0	262.0	39790.0	573.0
114	2242.0	398.0	164225.0	3063.0
115	588.0	115.0	22660.0	232.0
116	801.0	229.0	23745.0	279.0
117	823.0	122.0	31560.0	686.0
118	1297.0	259.0	43980.0	538.0
119	825.0	2.0	1510.0	54.0
120	null	null	null	null
121	809.0	3.0	9325.0	676.0
122	null	null	null	null
123	1250.0	254.0	41180.0	1276.0
124	348.0	512.0	9360.0	277.0
125	552.0	340.0	23705.0	193.0
126	null	null	null	null
127	1582.0	187.0	36640.0	1202.0
128	null	null	null	null
129	null	null	null	null
130	1121.0	79.0	15335.0	2174.0
131	1102.0	65.0	29025.0	210.0
132	null	null	null	null
133	1082.0	307.0	40505.0	609.0
134	576.0	943.0	26645.0	335.0
135	null	null	null	null
136	1225.0	473.0	32235.0	605.0
137	1485.0	195.0	47085.0	1149.0
138	754.0	74.0	26685.0	207.0
139	802.0	9001.0	40165.0	120.0
140	178.0	690.0	11845.0	179.0
141	null	null	null	null
142	null	null	null	null
143	2080.0	100.0	146590.0	2332.0
144	1422.0	47.0	24380.0	749.0
145	1111.0	83.0	42050.0	634.0
146	null	null	null	null
147	604.0	62.0	14435.0	391.0
148	1062.0	437.0	20110.0	661.0
149	null	null	null	null
150	null	null	null	null
151	823.0	264.0	8845.0	285.0
152	1317.0	357.0	47935.0	865.0
153	null	null	null	null
154	1169.0	26.0	28610.0	488.0
155	null	null	null	null
156	344.0	322.0	14120.0	186.0
157	null	null	null	null
158	null	null	null	null
159	674.0	51.0	13500.0	358.0
160	375.0	9.0	4750.0	258.0
161	835.0	168.0	18950.0	450.0
162	1336.0	19.0	45610.0	986.0
163	3155.0	487.0	311365.0	3301.0
164	1983.0	21.0	62265.0	3191.0
165	822.0	29.0	12010.0	329.0
166	1082.0	269.0	23115.0	486.0
167	1727.0	53.0	34350.0	1624.0
168	1486.0	14.0	60825.0	1254.0
169	1761.0	198.0	60945.0	2575.0
170	817.0	1185.0	30190.0	1477.0
171	2249.0	194.0	93935.0	3210.0
172	2036.0	263.0	81795.0	1973.0
173	6064.0	5356.0	779810.0	4704.0
174	null	null	null	null
175	416.0	173.0	6485.0	324.0
176	467.0	417.0	14260.0	191.0
177	549.0	149.0	8575.0	121.0
178	null	null	null	null
179	664.0	2236.0	30870.0	318.0
180	2509.0	174.0	39330.0	2119.0
181	850.0	445.0	8960.0	806.0
182	995.0	544.0	22040.0	555.0
183	2274.0	7.0	32410.0	4007.0
184	1179.0	1070.0	34595.0	696.0
185	2199.0	205.0	25010.0	2086.0
186	1454.0	847.0	28585.0	1753.0
187	1309.0	10383.0	18175.0	1463.0
188	3275.0	287.0	150670.0	5156.0
189	587.0	181.0	5430.0	282.0
190	1444.0	664.0	143375.0	803.0
191	357.0	89.0	16180.0	300.0
192	2111.0	441.0	39205.0	1438.0
193	1509.0	43.0	26295.0	2854.0
194	1550.0	160.0	51985.0	1354.0
195	1111.0	30.0	22580.0	1207.0
196	1655.0	13355.0	57205.0	1264.0
197	2358.0	73.0	84985.0	1863.0
198	1584.0	3300.0	70695.0	3491.0
199	1868.0	751.0	41725.0	2638.0
200	262.0	144.0	12220.0	198.0
201	873.0	394.0	10255.0	454.0
202	848.0	299.0	26995.0	1123.0
203	1000.0	null	11420.0	920.0
204	486.0	13575.0	42890.0	352.0
205	401.0	2204.0	6500.0	450.0
206	1081.0	1151.0	17185.0	803.0
207	null	null	null	null
208	958.0	455.0	9115.0	791.0
209	472.0	37.0	11420.0	275.0
210	1280.0	166.0	13145.0	545.0
211	2195.0	117.0	79195.0	3386.0
212	1190.0	48.0	18670.0	990.0
213	394.0	30203.0	13730.0	85.0
214	989.0	310.0	12820.0	668.0
215	1369.0	118.0	28115.0	1539.0
216	1739.0	1841.0	67345.0	1511.0
217	null	null	null	null
218	1602.0	132.0	17985.0	877.0
219	132.0	300.0	5360.0	87.0
220	null	null	null	null
221	430.0	18571.0	8620.0	321.0
222	419.0	11279.0	12575.0	64.0
223	null	null	null	null
224	1449.0	1190.0	16630.0	519.0
225	195.0	1800.0	11575.0	122.0
226	246.0	1715.0	6350.0	167.0
227	1822.0	935.0	146940.0	1989.0
228	null	null	null	null
229	1428.0	127.0	19210.0	2187.0
230	null	null	null	null
231	2183.0	264.0	72680.0	1321.0
232	1616.0	190.0	46830.0	2361.0
233	474.0	296.0	9800.0	279.0
234	null	null	null	null
235	null	null	null	null
236	null	null	null	null
237	null	null	null	null
238	451.0	2164.0	19335.0	327.0
239	789.0	208.0	15045.0	1011.0
240	865.0	358.0	15980.0	580.0
241	2233.0	115.0	66105.0	4639.0
242	3355.0	124.0	97690.0	4281.0
243	441.0	1876.0	8410.0	152.0
244	2438.0	2046.0	118810.0	1504.0
245	345.0	8275.0	11410.0	160.0
246	1662.0	301.0	34895.0	1845.0
247	2392.0	125.0	71045.0	4214.0
248	null	null	null	null
249	4684.0	1624.0	495085.0	6046.0
250	908.0	244.0	17535.0	1036.0
251	null	null	null	null
252	1538.0	1470.0	39740.0	1259.0
253	1651.0	123.0	27615.0	2588.0
254	1058.0	174.0	21400.0	1463.0
255	1398.0	56.0	20625.0	1597.0
256	1952.0	659.0	62045.0	2528.0
257	1720.0	115.0	28625.0	3672.0
258	1192.0	63.0	20690.0	612.0
259	3399.0	132.0	117915.0	5371.0
260	2169.0	73.0	26610.0	2304.0
261	1453.0	36.0	22685.0	1446.0
262	1943.0	163.0	31910.0	3758.0
263	null	null	null	null
264	914.0	2606.0	18050.0	297.0
265	null	null	null	null
266	null	null	null	null
267	419.0	1112.0	12405.0	216.0
268	415.0	1229.0	26990.0	342.0
269	756.0	236.0	9540.0	918.0
270	1350.0	1597.0	25440.0	717.0
271	963.0	82.0	15600.0	690.0
272	1677.0	67.0	22765.0	3120.0
273	425.0	3277.0	10405.0	139.0
274	1276.0	86.0	23535.0	1255.0
275	633.0	632.0	28965.0	418.0
276	299.0	2321.0	10850.0	140.0
277	771.0	100.0	9815.0	251.0
278	1785.0	131.0	31885.0	3364.0
279	null	null	null	null
280	1685.0	152.0	44890.0	1891.0
281	3844.0	11700.0	610385.0	2923.0
282	null	null	null	null
283	null	null	null	null
284	3083.0	44.0	46670.0	3321.0
285	null	null	null	null
286	3350.0	183.0	75720.0	4201.0
287	1091.0	65.0	11920.0	1900.0
288	1579.0	118.0	24060.0	1875.0
289	645.0	1595.0	12790.0	235.0
290	2191.0	415.0	72245.0	2766.0
291	983.0	189.0	24675.0	1128.0
292	556.0	4425.0	13990.0	263.0
293	580.0	686.0	8870.0	174.0
294	null	null	null	null
295	837.0	293.0	19685.0	499.0
296	2829.0	305.0	71270.0	3015.0
297	419.0	280.0	9805.0	183.0
298	null	null	null	null
299	1627.0	40.0	23865.0	2139.0
300	1316.0	150.0	25335.0	908.0
301	null	null	null	null
302	1434.0	1145.0	25830.0	507.0
303	1217.0	357.0	49750.0	557.0
304	2463.0	250.0	121910.0	3528.0
305	670.0	70.0	8130.0	382.0
306	2009.0	243.0	44445.0	2184.0
307	848.0	342.0	13995.0	503.0
308	587.0	150.0	8140.0	301.0
309	null	null	null	null
310	254.0	11410.0	10225.0	107.0
311	288.0	5279.0	22705.0	160.0
312	1227.0	923.0	36665.0	396.0
313	350.0	781.0	18300.0	236.0
314	470.0	5038.0	27720.0	138.0
315	563.0	1250.0	12365.0	333.0
316	null	null	null	null
317	1703.0	450.0	48030.0	990.0
318	278.0	153.0	14425.0	227.0
319	164.0	241.0	9805.0	147.0
320	356.0	342.0	9745.0	238.0
321	451.0	14043.0	21615.0	212.0
322	261.0	277.0	13340.0	181.0
323	null	null	null	null
324	769.0	6711.0	54825.0	219.0
325	422.0	10691.0	25490.0	173.0
326	267.0	7349.0	21925.0	165.0
327	1776.0	31065.0	44535.0	1303.0
328	287.0	405.0	10880.0	216.0
329	810.0	1621.0	43005.0	427.0
330	416.0	1197.0	32180.0	215.0
331	335.0	276.0	12685.0	252.0
332	863.0	113.0	16295.0	232.0
333	293.0	3.0	6705.0	88.0
334	1624.0	1309.0	66075.0	826.0
335	1313.0	79.0	28810.0	840.0
336	453.0	1.0	9865.0	286.0
337	594.0	233.0	28580.0	256.0
338	1097.0	110.0	30280.0	475.0
339	1907.0	264.0	174600.0	1381.0
340	822.0	132.0	31675.0	271.0
341	523.0	110.0	12955.0	264.0
342	1123.0	43.0	25100.0	857.0
343	510.0	86.0	18165.0	220.0
344	2196.0	115.0	216035.0	2463.0
345	1537.0	56.0	41800.0	755.0
346	1005.0	300.0	21305.0	800.0
347	981.0	17.0	25765.0	393.0
348	1102.0	28.0	22805.0	542.0
349	583.0	85.0	13030.0	479.0
350	318.0	84.0	13630.0	236.0
351	1549.0	152.0	88560.0	1670.0
352	1959.0	731.0	140785.0	1677.0
353	976.0	235.0	43120.0	547.0
354	560.0	156.0	15035.0	158.0
355	null	null	null	null
356	963.0	56.0	22975.0	458.0
357	291.0	89.0	11000.0	210.0
358	1002.0	22.0	22240.0	656.0
359	599.0	107.0	17845.0	175.0
360	942.0	120.0	25720.0	402.0
361	1366.0	161.0	54070.0	757.0
362	1310.0	745.0	84200.0	552.0
363	648.0	6.0	22430.0	348.0
364	941.0	12.0	23045.0	555.0
365	558.0	93.0	28115.0	477.0
366	645.0	54.0	17820.0	277.0
367	655.0	120.0	18315.0	228.0
368	605.0	56.0	15655.0	603.0
369	587.0	1248.0	23275.0	159.0
370	613.0	6356.0	17140.0	329.0
371	2562.0	189.0	206240.0	1759.0
372	1277.0	48.0	40720.0	607.0
373	1331.0	148.0	30620.0	557.0
374	951.0	76.0	37475.0	479.0
375	1541.0	19.0	43590.0	1374.0
376	1146.0	95.0	25655.0	766.0
377	739.0	26.0	16480.0	736.0
378	1172.0	306.0	46210.0	715.0
379	613.0	1719.0	26355.0	252.0
380	576.0	36.0	21680.0	237.0
381	323.0	236.0	14425.0	292.0
382	484.0	39.0	21165.0	176.0
383	1275.0	644.0	15800.0	408.0
384	450.0	6.0	8015.0	378.0
385	1339.0	8.0	38185.0	1553.0
386	null	null	null	null
387	815.0	null	16550.0	787.0
388	718.0	101.0	13845.0	492.0
389	306.0	470.0	13350.0	129.0
390	1570.0	13.0	29375.0	1707.0
391	null	null	null	null
392	599.0	271.0	17385.0	364.0
393	null	null	null	null
394	1668.0	51.0	89210.0	1982.0
395	null	null	null	null
396	null	null	null	null
397	null	null	null	null
398	1513.0	23.0	47410.0	2165.0
399	null	null	null	null
400	null	null	null	null
401	null	null	null	null
402	2143.0	323.0	119665.0	2107.0
403	null	null	null	null
404	576.0	50.0	19495.0	718.0
405	null	null	null	null
406	385.0	142.0	7945.0	457.0
407	573.0	155.0	16680.0	166.0
408	494.0	4.0	15595.0	471.0
409	1432.0	1026.0	55595.0	914.0
410	443.0	6.0	13410.0	557.0
411	null	null	null	null
412	571.0	null	10955.0	684.0
413	826.0	147.0	25710.0	1216.0
414	null	null	null	null
415	null	null	null	null
416	783.0	1.0	9805.0	411.0
417	1438.0	403.0	99795.0	799.0
418	961.0	162.0	42785.0	262.0
419	487.0	1.0	12665.0	402.0
420	1223.0	100.0	48565.0	465.0
421	null	null	null	null
422	592.0	19.0	17025.0	464.0
423	1352.0	53392.0	75110.0	324.0
424	522.0	331.0	41815.0	222.0
425	352.0	35353.0	16355.0	86.0
426	714.0	81.0	28905.0	236.0
427	656.0	65.0	29290.0	393.0
428	551.0	104.0	15295.0	147.0
429	554.0	79.0	21530.0	389.0
430	null	null	null	null
431	150.0	7212.0	10500.0	62.0
432	null	null	null	null
433	516.0	71.0	12605.0	162.0
434	366.0	55.0	21240.0	241.0
435	null	null	null	null
436	332.0	9.0	11255.0	302.0
437	646.0	120.0	18465.0	326.0
438	null	null	null	null
439	1480.0	74.0	77540.0	729.0
440	483.0	25814.0	34205.0	149.0
441	null	null	null	null
442	259.0	252.0	25785.0	93.0
443	256.0	262.0	25940.0	94.0
444	764.0	578.0	24580.0	479.0
445	419.0	33.0	14940.0	212.0
446	273.0	157.0	23635.0	105.0
447	205.0	3569.0	7475.0	87.0
448	549.0	2850.0	23310.0	487.0
449	614.0	433.0	30795.0	153.0
450	548.0	182.0	33725.0	317.0
451	197.0	393.0	19365.0	69.0
452	253.0	50.0	11795.0	119.0
453	845.0	691.0	45590.0	733.0
454	547.0	160.0	20370.0	266.0
455	587.0	3144.0	43280.0	149.0
456	655.0	2478.0	36545.0	229.0
457	639.0	143.0	32265.0	313.0
458	345.0	2749.0	23980.0	86.0
459	665.0	2329.0	26475.0	275.0
460	614.0	66.0	29730.0	331.0
461	196.0	3548.0	8865.0	91.0
462	284.0	50.0	9465.0	102.0
463	482.0	55.0	18075.0	179.0
464	638.0	28.0	19385.0	257.0
465	252.0	19.0	14495.0	198.0
466	441.0	419.0	32450.0	226.0
467	386.0	486.0	33580.0	98.0
468	734.0	572.0	45955.0	420.0
469	577.0	264.0	35575.0	167.0
470	370.0	752.0	22620.0	373.0
471	1005.0	24.0	37435.0	398.0
472	1259.0	37.0	38390.0	1238.0
473	408.0	429.0	17500.0	153.0
474	442.0	106.0	26065.0	148.0
475	1301.0	1105.0	99775.0	1255.0
476	1189.0	203.0	18155.0	383.0
477	1341.0	150.0	94815.0	1200.0
478	656.0	516.0	22020.0	266.0
479	2797.0	292.0	72070.0	2204.0
480	1320.0	125.0	49285.0	1319.0
481	null	null	null	null
482	343.0	129.0	12385.0	154.0
483	null	154.0	null	null
484	611.0	184.0	39920.0	293.0
485	627.0	286.0	44865.0	173.0
486	344.0	95.0	37675.0	133.0
487	696.0	492.0	34975.0	331.0
488	1289.0	186.0	35810.0	1258.0
489	743.0	44.0	48725.0	368.0
490	713.0	361.0	30115.0	275.0
491	391.0	209.0	22080.0	274.0
492	1129.0	211.0	54090.0	997.0
493	374.0	1216.0	36600.0	225.0
494	418.0	886.0	24270.0	530.0
495	521.0	212.0	25745.0	406.0
496	414.0	305.0	19310.0	226.0
497	1110.0	192.0	40520.0	682.0
498	540.0	6815.0	43190.0	271.0
499	823.0	38102.0	39395.0	173.0
500	817.0	1295.0	82445.0	191.0
501	993.0	93.0	32730.0	432.0
502	400.0	1020.0	24940.0	322.0
503	1134.0	116.0	63050.0	653.0
504	262.0	null	13775.0	200.0
505	null	null	null	null
506	null	null	null	null
507	null	null	null	null
508	null	null	null	null
509	null	null	null	null
510	null	null	null	null
511	null	null	null	null
512	null	null	null	null
513	null	null	null	null
514	null	null	null	null
